SDF assignment March 2019, simulated position coordinate readings
 LZF, 12 Mar 2019
 time/s xMeas/m yMeas/m range/m angle/rad
1531860 -4203.694 -6235.340 7519.870 -2.164
1531920 -4194.505 -6243.595 7519.380 -2.163
1531980 -4199.051 -6239.833 7520.770 -2.164
1532040 -4204.378 -6246.024 7521.030 -2.164
1532100 -4196.929 -6234.871 7518.810 -2.163
1532160 -4198.205 -6235.294 7519.900 -2.163
1532220 -4206.218 -6236.898 7520.080 -2.163
1532280 -4205.413 -6236.052 7520.790 -2.163
1532340 -4199.845 -6240.130 7520.360 -2.163
1532400 -4201.939 -6239.941 7521.370 -2.163
1532460 -4202.242 -6238.773 7522.870 -2.163
1532520 -4196.494 -6234.685 7519.960 -2.163
1532580 -4197.906 -6237.063 7521.560 -2.163
1532640 -4194.579 -6239.219 7519.050 -2.163
1532700 -4197.777 -6234.783 7522.070 -2.163
1532760 -4191.535 -6239.735 7520.640 -2.163
1532820 -4200.339 -6242.439 7520.040 -2.163
1532880 -4197.385 -6236.610 7519.980 -2.163
1532940 -4198.185 -6239.329 7519.410 -2.163
1533000 -4197.449 -6244.709 7520.080 -2.163
1533060 -4202.757 -6245.132 7520.890 -2.163
1533120 -4194.188 -6244.127 7521.660 -2.163
1533180 -4198.995 -6238.014 7523.370 -2.163
1533240 -4201.237 -6238.901 7522.350 -2.163
1533300 -4186.788 -6241.298 7521.120 -2.163
1533360 -4199.896 -6243.325 7520.440 -2.163
1533420 -4206.215 -6241.149 7523.300 -2.163
1533480 -4197.507 -6237.088 7521.880 -2.163
1533540 -4199.274 -6239.058 7522.770 -2.163
1533600 -4188.906 -6245.156 7522.010 -2.163
1533660 -4194.277 -6243.857 7522.980 -2.163
1533720 -4194.666 -6240.430 7520.980 -2.162
1533780 -4197.929 -6244.504 7521.490 -2.163
1533840 -4195.683 -6239.049 7522.350 -2.162
1533900 -4202.527 -6242.063 7521.530 -2.162
1533960 -4198.950 -6238.731 7524.480 -2.162
1534020 -4190.647 -6244.985 7520.310 -2.162
1534080 -4199.221 -6246.054 7524.860 -2.162
1534140 -4197.930 -6236.305 7522.670 -2.162
1534200 -4192.115 -6251.070 7523.910 -2.162
1534260 -4193.948 -6247.291 7523.320 -2.162
1534320 -4191.245 -6241.807 7524.100 -2.162
1534380 -4190.048 -6239.825 7521.550 -2.162
1534440 -4195.928 -6249.218 7523.770 -2.162
1534500 -4183.558 -6241.800 7523.120 -2.162
1534560 -4194.297 -6241.890 7524.670 -2.162
1534620 -4190.486 -6240.651 7522.330 -2.162
1534680 -4194.780 -6241.908 7521.200 -2.162
1534740 -4192.672 -6245.021 7524.700 -2.162
1534800 -4198.883 -6248.900 7521.280 -2.162
1534860 -4190.582 -6241.026 7524.380 -2.162
1534920 -4194.303 -6243.616 7523.210 -2.162
1534980 -4198.708 -6250.306 7523.720 -2.162
1535040 -4191.815 -6243.625 7523.590 -2.162
1535100 -4201.114 -6249.486 7523.390 -2.162
1535160 -4190.252 -6251.993 7524.440 -2.162
1535220 -4188.022 -6248.656 7523.690 -2.162
1535280 -4193.992 -6248.189 7523.790 -2.162
1535340 -4190.596 -6243.707 7524.730 -2.162
1535400 -4190.019 -6249.201 7523.300 -2.162
1535460 -4192.978 -6248.182 7522.850 -2.162
1535520 -4191.245 -6246.585 7525.280 -2.162
1535580 -4196.511 -6252.882 7525.830 -2.162
1535640 -4188.951 -6249.971 7523.970 -2.162
1535700 -4188.104 -6251.531 7524.360 -2.162
1535760 -4191.157 -6252.038 7525.440 -2.162
1535820 -4193.626 -6255.132 7525.590 -2.161
1535880 -4181.580 -6254.019 7524.440 -2.161
1535940 -4197.222 -6252.011 7525.580 -2.162
1536000 -4184.132 -6252.756 7523.220 -2.162
1536060 -4187.045 -6244.510 7524.100 -2.161
1536120 -4185.632 -6252.932 7527.130 -2.162
1536180 -4183.932 -6250.786 7523.830 -2.161
1536240 -4200.466 -6252.144 7526.170 -2.162
1536300 -4187.978 -6244.551 7524.360 -2.161
1536360 -4188.385 -6245.944 7525.270 -2.161
1536420 -4188.847 -6253.902 7527.400 -2.161
1536480 -4192.439 -6248.535 7524.300 -2.161
1536540 -4195.869 -6254.628 7526.340 -2.161
1536600 -4192.956 -6248.584 7524.510 -2.161
1536660 -4187.330 -6243.477 7525.430 -2.161
1536720 -4188.441 -6253.593 7524.750 -2.161
1536780 -4186.703 -6255.368 7525.830 -2.161
1536840 -4184.913 -6257.802 7527.160 -2.161
1536900 -4192.634 -6249.295 7526.510 -2.161
1536960 -4188.130 -6251.051 7525.750 -2.161
1537020 -4185.581 -6250.415 7527.350 -2.161
1537080 -4191.134 -6254.563 7527.040 -2.161
1537140 -4181.286 -6257.208 7525.100 -2.161
1537200 -4184.426 -6256.335 7526.550 -2.161
1537260 -4188.634 -6255.966 7526.680 -2.161
1537320 -4186.011 -6257.613 7526.870 -2.161
1537380 -4184.827 -6255.076 7526.080 -2.161
1537440 -4190.598 -6255.020 7526.540 -2.161
1537500 -4194.174 -6251.764 7526.410 -2.161
1537560 -4183.802 -6257.026 7528.540 -2.161
1537620 -4185.978 -6252.400 7526.130 -2.161
1537680 -4191.012 -6259.552 7527.760 -2.161
1537740 -4180.362 -6248.252 7526.860 -2.160
1537800 -4183.373 -6256.087 7525.280 -2.160
1537860 -4185.873 -6255.675 7527.450 -2.160
1537920 -4183.691 -6258.369 7527.410 -2.160
1537980 -4185.605 -6258.767 7528.910 -2.160
1538040 -4187.552 -6258.273 7527.130 -2.160
1538100 -4192.104 -6257.634 7527.490 -2.160
1538160 -4186.564 -6251.775 7527.710 -2.160
1538220 -4183.191 -6254.949 7525.770 -2.160
1538280 -4188.570 -6257.097 7528.170 -2.160
1538340 -4189.460 -6261.837 7528.230 -2.160
1538400 -4179.147 -6264.749 7528.940 -2.160
1538460 -4181.353 -6249.745 7530.240 -2.160
1538520 -4180.052 -6259.181 7528.780 -2.160
1538580 -4192.604 -6258.649 7528.230 -2.160
1538640 -4185.544 -6262.697 7529.390 -2.160
1538700 -4179.047 -6256.860 7529.320 -2.160
1538760 -4181.903 -6263.115 7528.880 -2.160
1538820 -4192.028 -6256.222 7527.950 -2.160
1538880 -4179.650 -6269.080 7527.890 -2.160
1538940 -4181.653 -6258.206 7528.220 -2.160
1539000 -4178.870 -6259.446 7528.070 -2.160
1539060 -4189.046 -6258.657 7527.720 -2.160
1539120 -4178.967 -6262.051 7529.600 -2.160
1539180 -4183.108 -6269.124 7530.700 -2.160
1539240 -4180.608 -6263.791 7529.540 -2.160
1539300 -4190.515 -6250.020 7529.650 -2.160
1539360 -4179.710 -6256.576 7527.030 -2.160
1539420 -4190.657 -6264.458 7529.030 -2.160
1539480 -4179.946 -6259.864 7530.920 -2.160
1539540 -4180.757 -6260.139 7530.370 -2.160
1539600 -4180.605 -6272.599 7527.800 -2.160
1539660 -4176.666 -6264.368 7530.950 -2.159
1539720 -4182.308 -6270.117 7528.700 -2.160
1539780 -4182.900 -6258.042 7530.190 -2.160
1539840 -4180.460 -6259.224 7529.550 -2.159
1539900 -4174.293 -6256.387 7528.800 -2.159
1539960 -4182.311 -6254.804 7530.560 -2.159
1540020 -4182.780 -6262.600 7530.310 -2.159
1540080 -4186.079 -6265.451 7529.690 -2.159
1540140 -4173.600 -6262.576 7529.510 -2.159
1540200 -4175.923 -6261.730 7531.420 -2.159
1540260 -4178.354 -6264.066 7527.810 -2.159
1540320 -4173.901 -6264.874 7530.740 -2.159
1540380 -4177.332 -6268.163 7531.090 -2.159
1540440 -4181.420 -6264.347 7530.980 -2.159
1540500 -4181.318 -6269.901 7529.210 -2.159
1540560 -4176.020 -6264.104 7530.200 -2.159
1540620 -4171.474 -6261.765 7529.680 -2.159
1540680 -4175.161 -6262.059 7529.530 -2.159
1540740 -4179.705 -6262.073 7531.830 -2.159
1540800 -4178.296 -6262.984 7531.970 -2.159
1540860 -4176.556 -6263.268 7533.520 -2.159
1540920 -4179.521 -6266.452 7531.510 -2.159
1540980 -4184.107 -6266.843 7530.870 -2.159
1541040 -4180.492 -6261.067 7529.320 -2.159
1541100 -4180.494 -6275.119 7530.690 -2.159
1541160 -4181.791 -6271.266 7531.890 -2.159
1541220 -4179.456 -6271.177 7530.940 -2.159
1541280 -4176.113 -6264.573 7531.290 -2.159
1541340 -4180.722 -6273.399 7531.120 -2.159
1541400 -4178.235 -6267.397 7532.450 -2.159
1541460 -4173.287 -6265.763 7533.220 -2.159
1541520 -4173.555 -6268.438 7533.020 -2.158
1541580 -4174.204 -6264.867 7529.910 -2.158
1541640 -4176.073 -6267.344 7532.990 -2.158
1541700 -4173.038 -6260.733 7533.300 -2.158
1541760 -4177.540 -6275.487 7531.690 -2.158
1541820 -4174.904 -6271.932 7532.980 -2.158
1541880 -4182.856 -6267.672 7534.040 -2.158
1541940 -4172.548 -6272.512 7531.610 -2.158
1542000 -4181.064 -6272.822 7533.570 -2.158
1542060 -4176.084 -6275.483 7535.040 -2.158
1542120 -4167.112 -6269.491 7536.050 -2.158
1542180 -4166.014 -6271.180 7535.390 -2.158
1542240 -4164.918 -6270.726 7532.220 -2.158
1542300 -4175.393 -6274.911 7534.430 -2.157
1542360 -4173.364 -6283.264 7534.380 -2.157
1542420 -4170.472 -6267.760 7536.850 -2.157
1542480 -4169.722 -6279.793 7536.490 -2.157
1542540 -4169.320 -6276.685 7534.350 -2.157
1542600 -4165.194 -6270.666 7533.280 -2.157
1542660 -4168.384 -6276.960 7535.510 -2.157
1542720 -4163.493 -6278.901 7536.000 -2.157
1542780 -4165.969 -6276.256 7536.250 -2.157
1542840 -4165.925 -6280.981 7536.060 -2.157
1542900 -4168.047 -6283.200 7536.810 -2.157
1542960 -4164.877 -6289.566 7537.160 -2.156
1543020 -4161.781 -6282.496 7536.060 -2.156
1543080 -4158.978 -6281.818 7538.340 -2.156
1543140 -4162.525 -6276.000 7537.620 -2.156
1543200 -4170.183 -6280.203 7536.870 -2.156
1543260 -4157.078 -6280.327 7539.220 -2.156
1543320 -4166.103 -6285.481 7538.670 -2.156
1543380 -4161.610 -6279.956 7539.630 -2.156
1543440 -4176.862 -6283.035 7539.410 -2.156
1543500 -4154.476 -6288.007 7542.490 -2.156
1543560 -4169.285 -6287.661 7542.670 -2.156
1543620 -4167.335 -6294.289 7542.740 -2.156
1543680 -4166.211 -6292.534 7542.160 -2.156
1543740 -4163.376 -6288.489 7542.240 -2.156
1543800 -4167.786 -6293.887 7543.610 -2.156
1543860 -4161.099 -6291.841 7546.790 -2.156
1543920 -4173.045 -6286.749 7546.200 -2.155
1543980 -4166.611 -6294.461 7546.410 -2.156
1544040 -4166.077 -6294.033 7547.670 -2.155
1544100 -4166.575 -6297.765 7547.610 -2.156
1544160 -4174.348 -6292.632 7548.880 -2.155
1544220 -4164.594 -6292.341 7548.440 -2.155
1544280 -4170.122 -6301.529 7551.590 -2.155
1544340 -4164.365 -6300.109 7551.340 -2.156
1544400 -4166.639 -6299.770 7553.390 -2.155
1544460 -4162.884 -6308.193 7550.670 -2.156
1544520 -4164.474 -6303.783 7552.040 -2.155
1544580 -4165.251 -6302.609 7552.860 -2.155
1544640 -4166.146 -6298.026 7554.930 -2.155
1544700 -4167.949 -6301.444 7553.750 -2.155
1544760 -4163.957 -6306.717 7552.910 -2.155
1544820 -4170.636 -6302.370 7556.500 -2.155
1544880 -4166.643 -6298.758 7557.200 -2.155
1544940 -4168.077 -6303.807 7557.030 -2.155
1545000 -4169.520 -6310.565 7557.590 -2.155
1545060 -4169.037 -6293.601 7557.460 -2.155
1545120 -4171.075 -6305.823 7558.430 -2.155
1545180 -4165.144 -6300.682 7559.180 -2.155
1545240 -4161.474 -6297.829 7561.430 -2.155
1545300 -4164.604 -6303.492 7562.690 -2.154
1545360 -4171.802 -6309.332 7561.190 -2.155
1545420 -4166.974 -6318.638 7559.780 -2.154
1545480 -4165.983 -6317.292 7564.180 -2.155
1545540 -4171.313 -6312.751 7563.620 -2.154
1545600 -4167.286 -6311.764 7565.300 -2.154
1545660 -4164.342 -6305.545 7563.840 -2.154
1545720 -4171.012 -6304.247 7564.940 -2.154
1545780 -4166.736 -6312.378 7565.840 -2.154
1545840 -4164.098 -6319.902 7567.360 -2.154
1545900 -4167.345 -6317.116 7566.710 -2.154
1545960 -4162.291 -6309.184 7568.000 -2.154
1546020 -4164.913 -6318.288 7567.980 -2.154
1546080 -4170.153 -6318.787 7570.270 -2.154
1546140 -4161.485 -6323.781 7568.900 -2.154
1546200 -4165.911 -6318.490 7570.930 -2.154
1546260 -4172.344 -6322.745 7571.120 -2.154
1546320 -4170.760 -6320.029 7570.940 -2.154
1546380 -4170.896 -6318.663 7572.930 -2.153
1546440 -4176.687 -6315.607 7572.050 -2.154
1546500 -4167.196 -6324.317 7574.380 -2.153
1546560 -4165.594 -6314.817 7573.800 -2.153
1546620 -4164.766 -6318.188 7574.080 -2.153
1546680 -4164.808 -6329.906 7574.700 -2.153
1546740 -4165.165 -6320.501 7575.440 -2.153
1546800 -4170.253 -6326.051 7577.060 -2.153
1546860 -4172.334 -6332.434 7575.320 -2.153
1546920 -4165.666 -6324.178 7577.400 -2.153
1546980 -4168.436 -6326.083 7578.000 -2.153
1547040 -4165.653 -6328.517 7578.300 -2.153
1547100 -4170.007 -6330.128 7578.930 -2.153
1547160 -4167.840 -6336.779 7579.120 -2.153
1547220 -4162.210 -6322.429 7578.370 -2.153
1547280 -4169.011 -6328.313 7582.090 -2.153
1547340 -4177.073 -6327.794 7581.950 -2.153
1547400 -4168.761 -6333.257 7581.920 -2.153
1547460 -4165.892 -6337.811 7582.290 -2.152
1547520 -4162.845 -6331.946 7583.970 -2.152
1547580 -4167.766 -6343.640 7586.200 -2.152
1547640 -4166.533 -6336.476 7584.490 -2.152
1547700 -4164.485 -6341.351 7584.210 -2.152
1547760 -4164.093 -6338.428 7585.000 -2.152
1547820 -4162.451 -6338.415 7585.100 -2.152
1547880 -4169.159 -6336.799 7589.130 -2.152
1547940 -4164.764 -6343.448 7587.140 -2.152
1548000 -4168.271 -6343.177 7588.990 -2.152
1548060 -4165.961 -6353.331 7589.560 -2.152
1548120 -4161.085 -6350.326 7589.910 -2.152
1548180 -4168.771 -6336.260 7590.770 -2.152
1548240 -4159.587 -6345.014 7591.740 -2.152
1548300 -4167.387 -6343.829 7592.120 -2.152
1548360 -4167.870 -6352.498 7592.220 -2.152
1548420 -4164.180 -6349.457 7592.720 -2.151
1548480 -4169.279 -6357.152 7594.370 -2.151
1548540 -4167.567 -6355.868 7592.570 -2.151
1548600 -4167.084 -6355.460 7595.290 -2.151
1548660 -4169.141 -6358.852 7595.540 -2.151
1548720 -4163.245 -6356.759 7595.520 -2.151
1548780 -4161.486 -6357.924 7595.690 -2.151
1548840 -4168.774 -6356.398 7597.100 -2.151
1548900 -4163.187 -6349.286 7597.000 -2.151
1548960 -4170.414 -6346.222 7596.100 -2.151
1549020 -4162.936 -6358.308 7597.830 -2.151
1549080 -4168.428 -6354.630 7598.840 -2.151
1549140 -4168.419 -6357.381 7600.000 -2.151
1549200 -4160.083 -6362.549 7601.140 -2.151
1549260 -4166.582 -6362.223 7600.800 -2.151
1549320 -4168.870 -6366.250 7600.850 -2.151
1549380 -4164.380 -6356.665 7600.430 -2.150
1549440 -4167.287 -6361.124 7600.410 -2.150
1549500 -4171.195 -6355.088 7600.660 -2.150
1549560 -4163.873 -6364.301 7601.450 -2.150
1549620 -4168.743 -6364.031 7602.350 -2.150
1549680 -4162.705 -6360.752 7602.880 -2.150
1549740 -4171.111 -6363.097 7605.120 -2.150
1549800 -4164.245 -6358.163 7604.150 -2.150
1549860 -4161.621 -6368.871 7604.210 -2.150
1549920 -4161.076 -6360.229 7603.800 -2.150
1549980 -4159.362 -6367.921 7604.380 -2.150
1550040 -4163.763 -6367.701 7604.180 -2.149
1550100 -4158.827 -6368.285 7607.130 -2.149
1550160 -4158.826 -6369.773 7605.260 -2.149
1550220 -4161.657 -6361.291 7605.360 -2.149
1550280 -4142.898 -6372.347 7605.350 -2.149
1550340 -4152.766 -6364.904 7606.060 -2.149
1550400 -4153.449 -6370.922 7608.390 -2.149
1550460 -4156.804 -6371.905 7608.520 -2.149
1550520 -4164.114 -6370.902 7606.810 -2.149
1550580 -4159.384 -6371.815 7606.780 -2.149
1550640 -4158.644 -6378.691 7609.400 -2.149
1550700 -4154.540 -6377.797 7606.340 -2.149
1550760 -4158.431 -6372.530 7608.550 -2.148
1550820 -4153.358 -6375.752 7608.320 -2.148
1550880 -4150.122 -6374.295 7609.750 -2.148
1550940 -4155.675 -6373.056 7609.940 -2.148
1551000 -4158.621 -6375.297 7609.900 -2.148
1551060 -4152.708 -6378.919 7610.340 -2.148
1551120 -4150.699 -6377.993 7611.470 -2.148
1551180 -4158.101 -6373.103 7609.540 -2.148
1551240 -4147.191 -6376.092 7609.620 -2.148
1551300 -4151.454 -6376.307 7612.910 -2.148
1551360 -4153.968 -6377.360 7611.510 -2.147
1551420 -4152.087 -6377.216 7614.760 -2.148
1551480 -4146.411 -6385.255 7613.600 -2.147
1551540 -4149.768 -6372.385 7614.100 -2.147
1551600 -4150.500 -6383.885 7612.090 -2.147
1551660 -4152.327 -6383.134 7614.150 -2.147
1551720 -4146.398 -6389.970 7613.620 -2.147
1551780 -4151.704 -6381.160 7613.770 -2.147
1551840 -4147.265 -6383.612 7613.420 -2.147
1551900 -4133.565 -6385.782 7616.720 -2.147
1551960 -4147.740 -6384.367 7614.680 -2.147
1552020 -4148.750 -6384.347 7616.600 -2.147
1552080 -4143.322 -6386.816 7616.470 -2.147
1552140 -4149.717 -6398.137 7616.550 -2.147
1552200 -4149.246 -6388.981 7616.840 -2.146
1552260 -4146.007 -6390.914 7617.760 -2.146
1552320 -4144.988 -6389.389 7617.490 -2.146
1552380 -4143.772 -6391.293 7616.150 -2.146
1552440 -4141.395 -6391.762 7616.740 -2.146
1552500 -4143.572 -6392.304 7617.630 -2.146
1552560 -4147.703 -6393.549 7618.210 -2.146
1552620 -4144.698 -6390.340 7619.340 -2.146
1552680 -4143.043 -6394.510 7616.980 -2.146
1552740 -4143.864 -6392.600 7621.010 -2.146
1552800 -4136.702 -6398.189 7621.030 -2.145
1552860 -4131.682 -6390.441 7621.730 -2.145
1552920 -4144.341 -6401.450 7621.360 -2.145
1552980 -4140.769 -6400.034 7619.380 -2.145
1553040 -4138.919 -6404.386 7622.990 -2.145
1553100 -4134.885 -6402.577 7622.930 -2.145
1553160 -4139.417 -6395.349 7623.650 -2.145
1553220 -4141.060 -6399.617 7624.310 -2.145
1553280 -4138.464 -6405.323 7623.440 -2.145
1553340 -4144.930 -6401.926 7624.870 -2.145
1553400 -4137.798 -6405.661 7624.040 -2.145
1553460 -4141.051 -6412.631 7624.460 -2.145
1553520 -4145.030 -6407.156 7625.070 -2.144
1553580 -4141.869 -6397.993 7626.070 -2.144
1553640 -4139.350 -6405.158 7627.830 -2.144
1553700 -4139.324 -6415.308 7627.000 -2.144
1553760 -4140.783 -6405.803 7626.870 -2.144
1553820 -4135.128 -6400.577 7626.650 -2.144
1553880 -4136.198 -6409.677 7627.940 -2.144
1553940 -4142.592 -6411.200 7628.440 -2.144
1554000 -4141.947 -6408.275 7627.940 -2.144
1554060 -4133.278 -6414.838 7631.220 -2.144
1554120 -4133.855 -6410.522 7631.190 -2.144
1554180 -4138.572 -6402.439 7629.900 -2.144
1554240 -4139.123 -6418.739 7631.790 -2.144
1554300 -4136.792 -6414.081 7631.960 -2.143
1554360 -4135.874 -6413.857 7632.310 -2.143
1554420 -4133.754 -6413.580 7634.370 -2.143
1554480 -4127.997 -6412.128 7633.770 -2.143
1554540 -4127.871 -6417.521 7632.470 -2.143
1554600 -4136.976 -6420.452 7632.710 -2.143
1554660 -4130.757 -6418.663 7633.810 -2.143
1554720 -4129.875 -6426.298 7634.500 -2.143
1554780 -4129.160 -6421.426 7635.910 -2.143
1554840 -4130.608 -6412.483 7635.970 -2.143
1554900 -4130.752 -6424.097 7636.670 -2.143
1554960 -4133.586 -6420.876 7635.640 -2.143
1555020 -4134.678 -6419.699 7638.390 -2.143
1555080 -4130.827 -6422.508 7636.810 -2.142
1555140 -4129.317 -6424.305 7638.260 -2.142
1555200 -4129.419 -6428.043 7638.110 -2.142
1555260 -4136.687 -6424.875 7639.850 -2.142
1555320 -4132.235 -6425.729 7639.970 -2.142
1555380 -4128.419 -6426.891 7640.110 -2.142
1555440 -4131.309 -6424.857 7639.250 -2.142
1555500 -4130.342 -6430.091 7641.870 -2.142
1555560 -4131.210 -6435.170 7643.140 -2.142
1555620 -4132.436 -6433.581 7642.590 -2.142
1555680 -4125.166 -6428.107 7642.750 -2.142
1555740 -4129.189 -6427.388 7642.680 -2.142
1555800 -4132.354 -6436.143 7643.480 -2.141
1555860 -4128.041 -6439.150 7645.600 -2.142
1555920 -4131.647 -6437.572 7643.250 -2.141
1555980 -4127.142 -6431.705 7643.110 -2.141
1556040 -4127.753 -6431.692 7645.150 -2.141
1556100 -4124.751 -6433.097 7645.240 -2.141
1556160 -4135.510 -6431.598 7646.450 -2.141
1556220 -4129.049 -6436.326 7647.560 -2.141
1556280 -4128.621 -6436.185 7649.000 -2.141
1556340 -4133.675 -6434.384 7648.040 -2.141
1556400 -4131.903 -6433.023 7650.610 -2.141
1556460 -4129.934 -6427.115 7650.160 -2.141
1556520 -4137.227 -6442.033 7648.940 -2.141
1556580 -4131.340 -6438.071 7650.520 -2.142
1556640 -4128.515 -6437.574 7650.630 -2.142
1556700 -4134.426 -6442.705 7652.010 -2.142
1556760 -4141.870 -6444.259 7653.810 -2.142
1556820 -4136.538 -6439.225 7651.750 -2.142
1556880 -4128.766 -6442.751 7653.830 -2.142
1556940 -4139.737 -6440.230 7652.670 -2.142
1557000 -4133.549 -6444.396 7655.140 -2.142
1557060 -4139.434 -6441.168 7655.780 -2.142
1557120 -4141.772 -6441.526 7654.380 -2.142
1557180 -4139.110 -6450.982 7657.450 -2.142
1557240 -4140.454 -6438.351 7657.190 -2.142
1557300 -4137.022 -6450.875 7658.410 -2.142
1557360 -4142.605 -6441.597 7659.050 -2.142
1557420 -4146.778 -6442.311 7659.250 -2.142
1557480 -4144.164 -6442.893 7659.030 -2.142
1557540 -4148.840 -6437.121 7661.520 -2.142
1557600 -4137.194 -6449.337 7659.930 -2.142
1557660 -4141.109 -6447.619 7660.750 -2.142
1557720 -4141.073 -6447.236 7661.140 -2.142
1557780 -4139.936 -6438.481 7664.350 -2.142
1557840 -4145.752 -6439.031 7662.340 -2.142
1557900 -4147.745 -6441.577 7664.870 -2.142
1557960 -4155.541 -6451.435 7663.730 -2.143
1558020 -4141.467 -6446.902 7662.710 -2.142
1558080 -4149.254 -6442.911 7663.090 -2.143
1558140 -4146.353 -6443.208 7664.300 -2.143
1558200 -4149.470 -6447.585 7664.520 -2.143
1558260 -4146.954 -6438.675 7665.650 -2.143
1558320 -4150.936 -6446.638 7666.750 -2.143
1558380 -4152.737 -6442.256 7666.460 -2.143
1558440 -4148.182 -6434.902 7665.580 -2.143
1558500 -4145.987 -6436.569 7666.100 -2.143
1558560 -4157.054 -6444.962 7664.750 -2.143
1558620 -4145.455 -6441.841 7667.030 -2.143
1558680 -4144.139 -6438.570 7665.610 -2.143
1558740 -4149.878 -6449.568 7669.020 -2.143
1558800 -4149.982 -6442.888 7669.110 -2.143
1558860 -4157.198 -6440.165 7671.110 -2.143
1558920 -4151.281 -6444.453 7670.390 -2.143
1558980 -4152.494 -6443.907 7672.520 -2.143
1559040 -4149.885 -6449.804 7672.770 -2.143
1559100 -4150.730 -6455.764 7673.910 -2.143
1559160 -4155.309 -6454.450 7672.980 -2.143
1559220 -4154.665 -6444.932 7674.210 -2.143
1559280 -4153.971 -6452.375 7676.450 -2.143
1559340 -4160.513 -6449.014 7674.750 -2.143
1559400 -4154.110 -6456.941 7677.910 -2.143
1559460 -4159.117 -6460.289 7677.510 -2.143
1559520 -4158.656 -6462.928 7679.090 -2.143
1559580 -4155.301 -6454.438 7678.900 -2.143
1559640 -4156.700 -6463.406 7677.540 -2.143
1559700 -4152.547 -6449.739 7679.260 -2.143
1559760 -4159.490 -6450.118 7678.260 -2.143
1559820 -4159.340 -6454.098 7676.450 -2.143
1559880 -4156.691 -6451.182 7676.670 -2.143
1559940 -4155.585 -6456.618 7678.290 -2.143
1560000 -4154.385 -6463.453 7677.190 -2.143
1560060 -4157.198 -6456.905 7678.140 -2.143
1560120 -4143.355 -6459.232 7677.540 -2.142
1560180 -4151.510 -6451.470 7675.180 -2.142
1560240 -4144.703 -6455.077 7675.820 -2.142
1560300 -4153.495 -6454.066 7675.700 -2.142
1560360 -4154.743 -6458.428 7675.530 -2.142
1560420 -4154.264 -6459.777 7675.170 -2.142
1560480 -4147.736 -6455.639 7675.520 -2.142
1560540 -4147.323 -6458.403 7674.300 -2.142
1560600 -4152.079 -6451.140 7675.900 -2.142
1560660 -4155.285 -6457.960 7674.570 -2.142
1560720 -4153.107 -6461.022 7675.130 -2.142
1560780 -4144.941 -6457.794 7672.160 -2.141
1560840 -4142.804 -6453.342 7672.570 -2.142
1560900 -4138.380 -6459.228 7673.810 -2.141
1560960 -4141.763 -6458.212 7672.910 -2.141
1561020 -4140.910 -6463.842 7672.080 -2.141
1561080 -4143.721 -6457.912 7672.550 -2.141
1561140 -4144.664 -6458.652 7672.740 -2.141
1561200 -4150.012 -6459.346 7671.310 -2.141
1561260 -4139.169 -6458.032 7671.440 -2.141
1561320 -4145.685 -6457.642 7671.550 -2.141
1561380 -4150.751 -6458.570 7671.210 -2.141
1561440 -4133.588 -6447.731 7670.280 -2.141
1561500 -4138.800 -6454.513 7670.780 -2.141
1561560 -4137.229 -6451.481 7672.580 -2.141
1561620 -4141.847 -6451.374 7670.480 -2.141
1561680 -4137.488 -6460.400 7667.130 -2.141
1561740 -4135.930 -6460.828 7669.460 -2.140
1561800 -4126.425 -6465.317 7668.870 -2.140
1561860 -4132.291 -6462.791 7672.160 -2.140
1561920 -4136.729 -6460.503 7667.670 -2.140
1561980 -4134.426 -6459.699 7669.980 -2.140
1562040 -4136.920 -6458.169 7668.070 -2.140
1562100 -4127.271 -6457.795 7667.720 -2.140
1562160 -4133.456 -6464.174 7667.940 -2.140
1562220 -4125.278 -6460.961 7668.760 -2.140
1562280 -4131.192 -6452.617 7669.580 -2.140
1562340 -4129.781 -6461.341 7666.620 -2.140
1562400 -4133.763 -6463.954 7666.950 -2.140
1562460 -4131.641 -6459.812 7666.180 -2.139
1562520 -4123.362 -6458.473 7666.310 -2.139
1562580 -4122.576 -6461.427 7664.660 -2.140
1562640 -4127.151 -6461.737 7664.360 -2.139
1562700 -4121.121 -6461.921 7665.700 -2.139
1562760 -4123.844 -6455.961 7664.570 -2.139
1562820 -4131.096 -6457.011 7663.540 -2.139
1562880 -4127.221 -6462.249 7663.390 -2.139
1562940 -4126.872 -6464.132 7664.100 -2.139
1563000 -4124.846 -6467.934 7664.530 -2.139
1563060 -4121.490 -6457.293 7664.220 -2.139
1563120 -4120.937 -6462.103 7664.720 -2.139
1563180 -4122.978 -6463.905 7663.060 -2.139
1563240 -4120.086 -6462.719 7664.370 -2.139
1563300 -4124.959 -6468.513 7665.190 -2.138
1563360 -4119.180 -6468.339 7664.090 -2.138
1563420 -4127.776 -6465.161 7667.340 -2.138
1563480 -4119.436 -6466.834 7665.570 -2.138
1563540 -4114.839 -6474.179 7666.950 -2.138
1563600 -4118.192 -6470.128 7667.820 -2.138
1563660 -4112.632 -6466.815 7667.280 -2.138
1563720 -4119.088 -6464.520 7667.420 -2.138
1563780 -4116.705 -6468.314 7667.210 -2.138
1563840 -4118.998 -6469.096 7670.480 -2.138
1563900 -4117.840 -6472.613 7667.610 -2.137
1563960 -4113.490 -6469.545 7668.000 -2.138
