SDF assignment March 2019, simulated position coordinate readings
 LZF, 12 Mar 2019
 time/s xMeas/m yMeas/m range/m angle/rad
1564020 -4114.222 -6469.357 7670.870 -2.137
1564080 -4121.312 -6475.645 7670.040 -2.137
1564140 -4115.463 -6468.161 7669.550 -2.137
1564200 -4112.430 -6479.789 7670.400 -2.137
1564260 -4116.284 -6474.074 7672.460 -2.137
1564320 -4118.282 -6475.411 7673.820 -2.137
1564380 -4112.971 -6469.428 7670.770 -2.137
1564440 -4110.927 -6477.200 7673.500 -2.137
1564500 -4108.828 -6463.639 7674.700 -2.137
1564560 -4102.653 -6479.971 7672.780 -2.137
1564620 -4107.737 -6481.056 7674.250 -2.136
1564680 -4109.504 -6469.726 7673.080 -2.136
1564740 -4109.221 -6479.004 7674.390 -2.136
1564800 -4107.674 -6481.372 7674.500 -2.136
1564860 -4108.586 -6480.623 7674.950 -2.136
1564920 -4110.554 -6485.677 7676.480 -2.136
1564980 -4116.856 -6488.442 7675.340 -2.136
1565040 -4108.695 -6485.327 7674.910 -2.136
1565100 -4115.423 -6482.998 7674.150 -2.136
1565160 -4109.510 -6480.106 7675.790 -2.136
1565220 -4109.427 -6479.224 7675.350 -2.136
1565280 -4109.200 -6483.207 7676.590 -2.135
1565340 -4100.864 -6481.046 7678.170 -2.135
1565400 -4102.298 -6475.770 7677.150 -2.135
1565460 -4098.446 -6485.201 7678.350 -2.135
1565520 -4107.620 -6483.951 7679.090 -2.135
1565580 -4112.655 -6489.994 7678.050 -2.135
1565640 -4101.003 -6483.932 7680.120 -2.135
1565700 -4102.378 -6494.166 7678.460 -2.135
1565760 -4103.504 -6491.304 7678.990 -2.135
1565820 -4109.811 -6495.364 7679.690 -2.134
1565880 -4103.897 -6495.473 7682.460 -2.135
1565940 -4107.038 -6484.312 7680.050 -2.135
1566000 -4103.605 -6494.246 7682.350 -2.134
1566060 -4105.047 -6495.179 7680.860 -2.134
1566120 -4103.445 -6489.485 7681.280 -2.134
1566180 -4095.282 -6497.132 7683.660 -2.134
1566240 -4093.010 -6494.534 7681.670 -2.134
1566300 -4103.035 -6494.138 7681.570 -2.134
1566360 -4102.707 -6501.158 7679.970 -2.134
1566420 -4097.187 -6499.860 7684.800 -2.134
1566480 -4096.481 -6490.899 7681.410 -2.133
1566540 -4106.750 -6498.736 7684.970 -2.134
1566600 -4101.399 -6495.353 7684.680 -2.133
1566660 -4102.664 -6495.924 7684.460 -2.133
1566720 -4096.998 -6498.387 7684.170 -2.133
1566780 -4092.528 -6502.542 7685.910 -2.133
1566840 -4099.363 -6497.026 7686.370 -2.133
1566900 -4095.339 -6507.320 7687.580 -2.133
1566960 -4099.926 -6499.187 7684.730 -2.133
1567020 -4098.035 -6513.653 7688.530 -2.133
1567080 -4090.737 -6510.840 7686.580 -2.133
1567140 -4095.372 -6507.339 7689.240 -2.133
1567200 -4092.924 -6506.455 7686.680 -2.132
1567260 -4092.048 -6513.635 7687.200 -2.133
1567320 -4099.525 -6503.799 7687.350 -2.133
1567380 -4090.949 -6507.658 7687.750 -2.132
1567440 -4096.056 -6512.394 7690.020 -2.132
1567500 -4089.654 -6514.559 7687.510 -2.132
1567560 -4088.188 -6514.046 7692.190 -2.132
1567620 -4086.709 -6513.493 7690.130 -2.132
1567680 -4089.127 -6511.052 7690.300 -2.132
1567740 -4087.239 -6512.179 7692.090 -2.132
1567800 -4091.594 -6513.410 7689.440 -2.132
1567860 -4096.505 -6513.462 7689.290 -2.131
1567920 -4091.520 -6515.540 7691.300 -2.131
1567980 -4085.692 -6512.695 7688.170 -2.131
1568040 -4091.001 -6507.197 7690.700 -2.131
1568100 -4087.177 -6510.968 7689.730 -2.131
1568160 -4084.145 -6516.825 7690.190 -2.131
1568220 -4080.848 -6514.352 7688.860 -2.131
1568280 -4087.438 -6516.656 7690.970 -2.131
1568340 -4089.118 -6517.768 7689.510 -2.131
1568400 -4088.746 -6517.568 7690.370 -2.131
1568460 -4077.474 -6512.985 7689.010 -2.131
1568520 -4091.522 -6520.047 7692.510 -2.131
1568580 -4083.278 -6517.490 7689.700 -2.131
1568640 -4084.723 -6515.228 7692.550 -2.131
1568700 -4082.669 -6522.938 7693.140 -2.130
1568760 -4089.301 -6525.631 7692.240 -2.130
1568820 -4087.355 -6516.736 7691.570 -2.130
1568880 -4075.416 -6518.350 7691.780 -2.130
1568940 -4087.309 -6522.328 7692.070 -2.130
1569000 -4073.966 -6516.431 7694.020 -2.130
1569060 -4081.142 -6519.869 7692.630 -2.130
1569120 -4079.882 -6523.577 7694.580 -2.130
1569180 -4079.511 -6523.823 7692.680 -2.130
1569240 -4082.713 -6525.399 7690.810 -2.130
1569300 -4075.113 -6528.201 7692.180 -2.129
1569360 -4078.362 -6512.441 7692.230 -2.129
1569420 -4075.562 -6533.164 7693.750 -2.130
1569480 -4071.827 -6524.476 7693.960 -2.129
1569540 -4073.807 -6525.307 7692.810 -2.129
1569600 -4075.625 -6531.729 7695.570 -2.129
1569660 -4069.068 -6526.819 7693.980 -2.129
1569720 -4079.117 -6524.734 7694.290 -2.129
1569780 -4078.316 -6523.792 7694.410 -2.129
1569840 -4073.965 -6527.934 7693.070 -2.129
1569900 -4079.726 -6525.800 7693.790 -2.129
1569960 -4069.799 -6521.653 7694.460 -2.128
1570020 -4074.100 -6530.240 7696.560 -2.128
1570080 -4073.235 -6532.744 7696.920 -2.128
1570140 -4074.041 -6538.013 7694.220 -2.128
1570200 -4062.670 -6527.590 7696.520 -2.128
1570260 -4072.933 -6534.526 7698.030 -2.128
1570320 -4069.744 -6526.974 7697.070 -2.128
1570380 -4072.347 -6533.358 7696.910 -2.128
1570440 -4068.780 -6534.213 7697.160 -2.128
1570500 -4069.125 -6536.925 7698.030 -2.128
1570560 -4066.357 -6538.911 7698.920 -2.128
1570620 -4074.040 -6542.826 7698.450 -2.128
1570680 -4069.427 -6534.759 7702.290 -2.128
1570740 -4075.995 -6539.725 7698.150 -2.127
1570800 -4066.153 -6536.129 7700.900 -2.127
1570860 -4064.199 -6546.382 7700.370 -2.127
1570920 -4065.556 -6539.690 7702.300 -2.127
1570980 -4069.779 -6545.399 7701.000 -2.127
1571040 -4065.036 -6548.052 7702.780 -2.127
1571100 -4067.191 -6543.348 7701.690 -2.127
1571160 -4066.363 -6540.316 7704.610 -2.127
1571220 -4063.455 -6539.267 7702.920 -2.127
1571280 -4071.018 -6538.646 7703.850 -2.127
1571340 -4068.243 -6546.747 7705.850 -2.126
1571400 -4066.825 -6549.410 7705.080 -2.127
1571460 -4064.329 -6534.445 7706.260 -2.127
1571520 -4064.493 -6550.256 7704.910 -2.126
1571580 -4063.832 -6550.392 7705.760 -2.126
1571640 -4064.842 -6545.776 7706.670 -2.126
1571700 -4055.888 -6553.101 7706.940 -2.126
1571760 -4060.968 -6552.377 7708.920 -2.126
1571820 -4066.451 -6557.142 7709.960 -2.126
1571880 -4060.077 -6551.274 7708.940 -2.126
1571940 -4070.662 -6556.505 7709.970 -2.126
1572000 -4058.798 -6551.124 7708.380 -2.126
1572060 -4069.246 -6551.781 7707.850 -2.126
1572120 -4058.541 -6556.885 7711.480 -2.126
1572180 -4067.904 -6556.465 7712.440 -2.125
1572240 -4061.214 -6556.750 7708.620 -2.125
1572300 -4064.913 -6555.781 7711.370 -2.125
1572360 -4058.900 -6558.848 7712.990 -2.125
1572420 -4061.411 -6555.718 7709.970 -2.125
1572480 -4060.989 -6562.414 7711.640 -2.125
1572540 -4052.031 -6556.149 7713.410 -2.125
1572600 -4061.654 -6560.775 7713.300 -2.125
1572660 -4054.844 -6568.060 7714.400 -2.125
1572720 -4060.297 -6560.262 7713.630 -2.125
1572780 -4057.842 -6556.707 7714.840 -2.125
1572840 -4052.320 -6556.623 7714.290 -2.124
1572900 -4054.937 -6562.218 7714.930 -2.124
1572960 -4053.989 -6557.873 7714.850 -2.124
1573020 -4052.313 -6561.159 7716.070 -2.124
1573080 -4058.482 -6556.554 7716.060 -2.124
1573140 -4056.497 -6563.681 7717.320 -2.124
1573200 -4053.895 -6565.292 7717.090 -2.124
1573260 -4054.138 -6565.988 7718.360 -2.124
1573320 -4049.662 -6564.469 7718.480 -2.124
1573380 -4061.659 -6564.527 7721.190 -2.124
1573440 -4059.000 -6566.057 7719.920 -2.124
1573500 -4059.785 -6574.311 7719.630 -2.124
1573560 -4061.107 -6576.539 7720.810 -2.124
1573620 -4052.018 -6566.652 7720.970 -2.124
1573680 -4056.921 -6568.597 7720.820 -2.124
1573740 -4059.285 -6577.269 7724.930 -2.124
1573800 -4055.019 -6575.138 7723.210 -2.123
1573860 -4060.924 -6567.061 7723.500 -2.124
1573920 -4060.023 -6580.644 7725.660 -2.123
1573980 -4053.490 -6575.858 7725.540 -2.123
1574040 -4061.541 -6584.381 7727.470 -2.123
1574100 -4048.665 -6578.134 7727.330 -2.123
1574160 -4060.739 -6579.004 7729.800 -2.123
1574220 -4055.120 -6581.501 7730.050 -2.123
1574280 -4057.729 -6577.292 7729.340 -2.123
1574340 -4055.510 -6582.757 7730.650 -2.123
1574400 -4053.882 -6576.781 7732.030 -2.123
1574460 -4051.007 -6579.534 7731.870 -2.123
1574520 -4050.809 -6586.317 7734.340 -2.123
1574580 -4057.205 -6584.353 7733.880 -2.123
1574640 -4056.528 -6585.034 7735.600 -2.123
1574700 -4054.943 -6583.164 7737.270 -2.123
1574760 -4049.562 -6583.259 7737.450 -2.123
1574820 -4052.952 -6585.379 7736.970 -2.123
1574880 -4062.576 -6589.528 7737.840 -2.122
1574940 -4058.994 -6594.412 7736.330 -2.123
1575000 -4059.931 -6595.858 7739.760 -2.122
1575060 -4060.161 -6588.120 7739.840 -2.122
1575120 -4053.434 -6584.627 7740.450 -2.122
1575180 -4058.088 -6592.680 7741.680 -2.122
1575240 -4049.990 -6594.724 7740.780 -2.122
1575300 -4054.037 -6591.918 7743.460 -2.122
1575360 -4055.895 -6602.856 7742.330 -2.122
1575420 -4047.629 -6598.681 7743.280 -2.122
1575480 -4058.441 -6605.581 7744.190 -2.122
1575540 -4054.905 -6596.631 7746.500 -2.122
1575600 -4055.021 -6600.903 7746.350 -2.122
1575660 -4059.803 -6599.679 7747.830 -2.122
1575720 -4056.053 -6602.307 7747.970 -2.122
1575780 -4062.111 -6610.194 7748.470 -2.122
1575840 -4052.676 -6599.237 7749.920 -2.122
1575900 -4049.177 -6605.584 7751.660 -2.122
1575960 -4054.658 -6603.698 7752.920 -2.122
1576020 -4066.093 -6601.100 7751.970 -2.121
1576080 -4048.864 -6603.748 7752.420 -2.122
1576140 -4062.570 -6610.138 7753.830 -2.122
1576200 -4062.367 -6608.922 7754.290 -2.122
1576260 -4060.726 -6609.106 7754.530 -2.121
1576320 -4058.726 -6605.039 7754.130 -2.121
1576380 -4062.624 -6605.753 7755.800 -2.121
1576440 -4045.154 -6614.802 7755.420 -2.121
1576500 -4061.297 -6615.908 7759.650 -2.121
1576560 -4053.512 -6612.064 7759.200 -2.121
1576620 -4055.411 -6614.045 7759.340 -2.121
1576680 -4060.496 -6613.611 7758.910 -2.121
1576740 -4061.920 -6619.500 7760.950 -2.121
1576800 -4050.732 -6621.571 7760.190 -2.121
1576860 -4055.740 -6617.667 7761.070 -2.121
1576920 -4062.885 -6612.893 7762.230 -2.121
1576980 -4058.830 -6617.157 7763.950 -2.121
1577040 -4058.961 -6619.515 7765.470 -2.121
1577100 -4055.679 -6621.808 7765.770 -2.121
1577160 -4054.322 -6625.255 7767.450 -2.121
1577220 -4053.578 -6618.815 7766.600 -2.121
1577280 -4054.390 -6619.615 7766.810 -2.121
1577340 -4056.629 -6624.965 7768.010 -2.121
1577400 -4051.210 -6622.122 7767.310 -2.120
1577460 -4061.875 -6623.874 7772.260 -2.120
1577520 -4049.353 -6623.114 7771.140 -2.120
1577580 -4055.783 -6620.826 7771.890 -2.120
1577640 -4052.686 -6635.126 7773.010 -2.120
1577700 -4060.065 -6629.714 7771.910 -2.120
1577760 -4063.395 -6629.334 7774.480 -2.120
1577820 -4057.636 -6634.516 7773.730 -2.120
1577880 -4058.064 -6631.636 7774.940 -2.120
1577940 -4058.990 -6627.635 7776.990 -2.120
1578000 -4060.667 -6634.862 7775.820 -2.120
1578060 -4059.229 -6640.387 7778.790 -2.120
1578120 -4060.290 -6636.903 7778.720 -2.120
1578180 -4064.999 -6631.796 7779.170 -2.120
1578240 -4068.267 -6637.440 7780.240 -2.120
1578300 -4061.696 -6631.205 7781.440 -2.120
1578360 -4064.141 -6636.890 7779.520 -2.120
1578420 -4063.028 -6633.581 7782.950 -2.120
1578480 -4071.195 -6638.514 7781.820 -2.120
1578540 -4067.967 -6633.733 7784.240 -2.121
1578600 -4065.191 -6644.892 7781.290 -2.120
1578660 -4061.871 -6631.829 7785.400 -2.121
1578720 -4071.701 -6639.638 7784.010 -2.121
1578780 -4067.196 -6639.514 7788.480 -2.120
1578840 -4066.303 -6645.904 7785.510 -2.121
1578900 -4067.177 -6639.977 7787.410 -2.121
1578960 -4072.262 -6641.102 7790.080 -2.120
1579020 -4073.937 -6646.769 7789.840 -2.121
1579080 -4072.544 -6638.816 7790.280 -2.121
1579140 -4069.825 -6634.462 7789.490 -2.121
1579200 -4069.994 -6638.700 7789.990 -2.120
1579260 -4063.727 -6644.113 7791.540 -2.120
1579320 -4078.454 -6642.141 7790.700 -2.121
1579380 -4069.815 -6644.510 7793.520 -2.121
1579440 -4068.887 -6643.982 7794.430 -2.121
1579500 -4074.373 -6654.497 7794.060 -2.121
1579560 -4078.491 -6649.789 7794.910 -2.121
1579620 -4076.096 -6648.161 7797.260 -2.121
1579680 -4076.245 -6645.285 7796.350 -2.121
1579740 -4073.177 -6645.505 7796.100 -2.121
1579800 -4074.814 -6650.240 7797.360 -2.121
1579860 -4073.915 -6657.789 7799.910 -2.121
1579920 -4077.820 -6655.851 7801.080 -2.121
1579980 -4075.837 -6646.006 7800.650 -2.121
1580040 -4078.850 -6649.548 7801.170 -2.121
1580100 -4071.350 -6651.840 7803.300 -2.121
1580160 -4080.989 -6653.804 7801.780 -2.121
1580220 -4076.778 -6639.429 7803.560 -2.121
1580280 -4070.608 -6656.348 7805.380 -2.121
1580340 -4083.595 -6654.419 7806.060 -2.121
1580400 -4080.588 -6652.955 7806.060 -2.121
1580460 -4078.963 -6651.147 7805.870 -2.121
1580520 -4080.809 -6656.254 7807.000 -2.121
1580580 -4078.624 -6651.979 7808.080 -2.121
1580640 -4080.575 -6653.906 7809.100 -2.121
1580700 -4076.672 -6657.089 7810.340 -2.121
1580760 -4084.035 -6663.923 7809.520 -2.121
1580820 -4089.973 -6656.274 7811.480 -2.121
1580880 -4080.623 -6659.523 7813.450 -2.121
1580940 -4085.681 -6653.863 7813.870 -2.121
1581000 -4085.451 -6664.807 7814.150 -2.121
1581060 -4083.145 -6661.814 7816.100 -2.121
1581120 -4093.779 -6665.240 7815.080 -2.121
1581180 -4088.687 -6670.670 7816.230 -2.121
1581240 -4083.780 -6668.930 7818.780 -2.121
1581300 -4096.073 -6672.821 7816.360 -2.121
1581360 -4091.747 -6659.373 7821.890 -2.121
1581420 -4091.656 -6665.259 7818.620 -2.121
1581480 -4089.571 -6663.889 7821.080 -2.121
1581540 -4085.450 -6666.773 7821.950 -2.121
1581600 -4094.323 -6663.557 7820.940 -2.121
1581660 -4090.105 -6663.021 7820.510 -2.121
1581720 -4087.388 -6670.375 7822.270 -2.121
1581780 -4088.770 -6673.725 7824.910 -2.121
1581840 -4091.126 -6666.785 7825.140 -2.121
1581900 -4088.085 -6662.897 7826.410 -2.121
1581960 -4085.878 -6672.870 7827.150 -2.121
1582020 -4091.967 -6676.894 7828.680 -2.121
1582080 -4085.738 -6672.042 7828.610 -2.121
1582140 -4085.291 -6678.486 7828.640 -2.121
1582200 -4095.045 -6678.989 7830.790 -2.121
1582260 -4095.790 -6673.286 7831.510 -2.121
1582320 -4092.200 -6677.340 7831.880 -2.121
1582380 -4097.706 -6675.075 7831.430 -2.121
1582440 -4101.641 -6680.095 7833.130 -2.121
1582500 -4093.933 -6675.780 7834.240 -2.121
1582560 -4094.938 -6677.354 7834.110 -2.121
1582620 -4095.121 -6678.402 7836.480 -2.121
1582680 -4101.358 -6675.501 7837.590 -2.121
1582740 -4098.669 -6677.199 7837.630 -2.121
1582800 -4093.509 -6687.506 7839.140 -2.121
1582860 -4097.160 -6674.765 7838.020 -2.121
1582920 -4098.453 -6688.801 7840.590 -2.121
1582980 -4101.086 -6690.372 7839.410 -2.121
1583040 -4100.913 -6681.923 7840.980 -2.121
1583100 -4100.501 -6688.451 7842.700 -2.121
1583160 -4098.914 -6693.208 7843.180 -2.121
1583220 -4103.168 -6686.003 7844.460 -2.121
1583280 -4105.253 -6680.626 7842.940 -2.121
1583340 -4101.495 -6685.279 7847.280 -2.121
1583400 -4101.268 -6685.270 7844.700 -2.121
1583460 -4102.533 -6692.732 7846.420 -2.121
1583520 -4105.493 -6692.402 7848.700 -2.121
1583580 -4110.010 -6687.042 7846.850 -2.121
1583640 -4103.577 -6685.843 7849.560 -2.121
1583700 -4100.457 -6687.295 7849.680 -2.121
1583760 -4097.797 -6689.729 7850.400 -2.121
1583820 -4102.753 -6697.820 7851.090 -2.121
1583880 -4104.236 -6694.322 7853.440 -2.121
1583940 -4104.829 -6689.491 7852.680 -2.121
1584000 -4105.108 -6690.196 7855.690 -2.121
1584060 -4109.930 -6694.222 7854.860 -2.121
1584120 -4108.968 -6695.754 7856.060 -2.121
1584180 -4111.111 -6695.884 7857.030 -2.121
1584240 -4108.163 -6699.944 7856.950 -2.121
1584300 -4105.934 -6694.306 7856.340 -2.121
1584360 -4103.438 -6698.037 7856.600 -2.121
1584420 -4108.444 -6697.802 7857.460 -2.121
1584480 -4110.555 -6701.625 7857.120 -2.121
1584540 -4105.463 -6700.209 7858.020 -2.121
1584600 -4112.145 -6704.789 7858.690 -2.121
1584660 -4111.192 -6696.841 7861.860 -2.121
1584720 -4113.341 -6704.935 7860.800 -2.120
1584780 -4106.534 -6701.392 7864.600 -2.121
1584840 -4105.882 -6713.394 7861.580 -2.120
1584900 -4111.954 -6702.076 7864.300 -2.121
1584960 -4107.144 -6708.295 7864.960 -2.120
1585020 -4104.018 -6705.287 7864.050 -2.120
1585080 -4106.789 -6709.364 7865.030 -2.120
1585140 -4108.152 -6705.958 7866.000 -2.120
1585200 -4107.147 -6711.542 7867.240 -2.120
1585260 -4108.602 -6711.321 7868.890 -2.120
1585320 -4112.221 -6714.027 7868.060 -2.120
1585380 -4105.212 -6717.521 7867.320 -2.120
1585440 -4104.326 -6709.825 7867.360 -2.120
1585500 -4105.988 -6708.091 7868.410 -2.120
1585560 -4105.454 -6712.547 7868.690 -2.120
1585620 -4106.259 -6716.461 7871.430 -2.120
1585680 -4105.720 -6718.981 7870.210 -2.120
1585740 -4109.448 -6718.645 7872.150 -2.120
1585800 -4105.888 -6709.662 7872.490 -2.120
1585860 -4105.029 -6715.856 7874.000 -2.120
1585920 -4101.982 -6720.971 7873.250 -2.120
1585980 -4114.193 -6722.628 7874.250 -2.120
1586040 -4113.048 -6722.056 7876.020 -2.120
1586100 -4105.308 -6719.201 7874.700 -2.120
1586160 -4102.719 -6711.918 7875.810 -2.120
1586220 -4105.855 -6720.146 7875.670 -2.119
1586280 -4111.470 -6727.547 7877.050 -2.119
1586340 -4108.829 -6725.063 7877.540 -2.119
1586400 -4102.625 -6726.706 7877.900 -2.119
1586460 -4101.641 -6717.544 7878.670 -2.119
1586520 -4104.369 -6715.308 7878.590 -2.119
1586580 -4112.588 -6718.355 7879.150 -2.119
1586640 -4105.440 -6726.392 7879.460 -2.119
1586700 -4114.993 -6721.119 7880.840 -2.119
1586760 -4106.895 -6726.621 7880.740 -2.119
1586820 -4108.321 -6727.565 7883.660 -2.119
1586880 -4103.846 -6732.207 7881.840 -2.119
1586940 -4108.432 -6730.425 7883.050 -2.119
1587000 -4112.103 -6732.752 7883.690 -2.119
1587060 -4108.593 -6731.394 7884.820 -2.119
1587120 -4108.071 -6734.146 7885.360 -2.119
1587180 -4113.357 -6732.628 7885.990 -2.119
1587240 -4106.678 -6739.632 7884.700 -2.119
1587300 -4110.238 -6731.644 7888.460 -2.119
1587360 -4103.632 -6738.937 7887.360 -2.118
1587420 -4106.425 -6733.313 7887.880 -2.119
1587480 -4108.778 -6738.221 7887.440 -2.118
1587540 -4111.739 -6739.693 7889.920 -2.118
1587600 -4113.378 -6743.553 7889.770 -2.118
1587660 -4103.593 -6738.158 7889.380 -2.118
1587720 -4102.223 -6735.347 7890.910 -2.118
1587780 -4106.883 -6732.143 7891.400 -2.118
1587840 -4109.520 -6736.681 7891.990 -2.118
1587900 -4104.905 -6744.957 7893.390 -2.118
1587960 -4106.795 -6741.698 7894.000 -2.118
1588020 -4106.157 -6737.601 7895.400 -2.118
1588080 -4100.527 -6738.923 7895.290 -2.118
1588140 -4108.273 -6744.042 7893.490 -2.118
1588200 -4107.401 -6740.255 7893.770 -2.118
1588260 -4111.728 -6736.904 7893.320 -2.118
1588320 -4110.689 -6742.733 7896.110 -2.118
1588380 -4104.409 -6744.310 7894.410 -2.118
1588440 -4109.918 -6744.610 7892.810 -2.118
1588500 -4114.651 -6738.780 7896.550 -2.118
1588560 -4105.539 -6740.648 7894.560 -2.118
1588620 -4105.794 -6743.605 7895.340 -2.118
1588680 -4105.627 -6747.377 7893.150 -2.118
1588740 -4104.301 -6741.015 7894.620 -2.118
1588800 -4110.404 -6742.188 7894.350 -2.118
1588860 -4106.059 -6740.861 7896.680 -2.118
1588920 -4109.580 -6735.878 7895.270 -2.118
1588980 -4107.059 -6739.795 7895.370 -2.118
1589040 -4111.022 -6744.658 7893.180 -2.118
1589100 -4106.302 -6733.682 7894.740 -2.118
1589160 -4108.399 -6743.722 7893.980 -2.118
1589220 -4100.032 -6743.552 7895.500 -2.118
1589280 -4108.162 -6739.683 7894.680 -2.118
1589340 -4106.305 -6747.547 7893.340 -2.118
1589400 -4105.621 -6740.779 7893.420 -2.118
1589460 -4110.627 -6742.518 7895.830 -2.118
1589520 -4102.804 -6732.799 7894.590 -2.118
1589580 -4105.839 -6737.553 7894.200 -2.118
1589640 -4104.118 -6740.327 7893.660 -2.118
1589700 -4110.360 -6745.648 7894.210 -2.118
1589760 -4110.965 -6739.488 7895.120 -2.118
1589820 -4106.010 -6743.726 7895.380 -2.118
1589880 -4105.801 -6744.265 7892.710 -2.118
1589940 -4104.433 -6749.328 7895.330 -2.118
1590000 -4104.166 -6751.552 7895.410 -2.118
1590060 -4108.079 -6739.612 7895.610 -2.118
1590120 -4108.283 -6740.579 7895.100 -2.118
1590180 -4111.504 -6742.752 7896.710 -2.118
1590240 -4107.220 -6740.260 7894.600 -2.118
1590300 -4104.721 -6741.393 7894.670 -2.118
1590360 -4102.814 -6748.546 7895.490 -2.118
1590420 -4109.731 -6747.064 7896.320 -2.118
1590480 -4105.201 -6737.561 7895.660 -2.118
1590540 -4104.786 -6740.557 7894.940 -2.118
1590600 -4103.642 -6744.022 7894.400 -2.118
1590660 -4108.130 -6746.284 7895.430 -2.118
1590720 -4111.863 -6741.925 7895.180 -2.118
1590780 -4108.704 -6741.318 7896.670 -2.118
1590840 -4111.413 -6749.778 7895.220 -2.118
1590900 -4107.010 -6738.158 7894.190 -2.118
1590960 -4114.253 -6741.896 7896.000 -2.118
1591020 -4110.518 -6741.522 7897.020 -2.118
1591080 -4109.635 -6748.654 7895.700 -2.118
1591140 -4104.445 -6736.421 7896.700 -2.118
1591200 -4103.713 -6739.466 7895.250 -2.118
1591260 -4105.673 -6746.204 7894.480 -2.118
1591320 -4110.279 -6744.306 7894.720 -2.118
1591380 -4109.980 -6744.565 7895.120 -2.118
1591440 -4115.093 -6741.195 7896.020 -2.118
1591500 -4101.886 -6739.001 7894.320 -2.118
1591560 -4114.777 -6741.716 7895.800 -2.118
1591620 -4105.153 -6740.547 7895.390 -2.118
1591680 -4112.054 -6740.887 7895.400 -2.118
1591740 -4106.978 -6747.852 7896.140 -2.118
1591800 -4108.246 -6740.569 7896.490 -2.118
1591860 -4104.410 -6746.707 7894.270 -2.118
1591920 -4103.407 -6741.299 7895.200 -2.118
1591980 -4109.041 -6747.007 7898.080 -2.118
1592040 -4102.331 -6738.870 7896.680 -2.118
1592100 -4114.893 -6741.809 7897.090 -2.118
1592160 -4113.408 -6739.930 7895.760 -2.118
1592220 -4104.268 -6745.500 7895.570 -2.118
1592280 -4105.472 -6739.911 7895.080 -2.118
1592340 -4106.452 -6745.890 7897.410 -2.118
1592400 -4114.959 -6744.832 7895.880 -2.118
1592460 -4104.078 -6744.593 7896.810 -2.118
1592520 -4102.126 -6741.065 7896.550 -2.118
1592580 -4107.089 -6737.351 7895.320 -2.118
1592640 -4108.243 -6744.967 7896.090 -2.118
1592700 -4111.245 -6743.556 7895.440 -2.118
1592760 -4108.430 -6742.247 7894.570 -2.118
1592820 -4104.174 -6746.561 7894.550 -2.118
1592880 -4107.991 -6737.920 7894.800 -2.118
1592940 -4107.722 -6739.132 7896.830 -2.118
1593000 -4105.904 -6739.771 7896.380 -2.118
1593060 -4110.507 -6744.905 7896.370 -2.118
1593120 -4109.136 -6749.477 7896.950 -2.118
1593180 -4112.882 -6747.739 7897.510 -2.118
1593240 -4113.451 -6741.288 7895.470 -2.118
1593300 -4108.793 -6746.011 7896.840 -2.118
1593360 -4104.290 -6741.516 7894.950 -2.118
1593420 -4109.543 -6746.539 7895.550 -2.118
1593480 -4104.680 -6743.273 7896.270 -2.118
1593540 -4111.043 -6744.106 7897.030 -2.118
1593600 -4108.212 -6742.085 7896.070 -2.118
1593660 -4110.898 -6750.797 7898.380 -2.118
1593720 -4105.592 -6739.001 7895.380 -2.118
1593780 -4105.027 -6745.574 7894.970 -2.118
1593840 -4109.607 -6742.822 7896.800 -2.118
1593900 -4110.688 -6736.303 7897.650 -2.118
1593960 -4119.675 -6744.266 7897.010 -2.118
1594020 -4112.892 -6738.685 7896.120 -2.118
1594080 -4103.853 -6745.092 7896.310 -2.118
1594140 -4099.581 -6739.986 7894.940 -2.118
1594200 -4105.916 -6742.079 7897.440 -2.118
1594260 -4107.669 -6744.365 7896.890 -2.118
1594320 -4105.279 -6744.617 7896.220 -2.118
1594380 -4114.973 -6741.135 7897.250 -2.118
1594440 -4102.392 -6748.188 7897.270 -2.118
1594500 -4105.808 -6748.990 7896.740 -2.118
1594560 -4111.468 -6743.408 7898.210 -2.118
1594620 -4106.964 -6744.158 7899.290 -2.117
1594680 -4105.841 -6745.680 7898.680 -2.118
1594740 -4105.945 -6750.187 7899.870 -2.117
1594800 -4101.882 -6748.887 7900.090 -2.117
1594860 -4105.081 -6756.101 7901.140 -2.117
1594920 -4103.987 -6755.670 7903.480 -2.117
1594980 -4098.966 -6750.282 7902.430 -2.117
1595040 -4113.253 -6757.062 7902.920 -2.117
1595100 -4102.544 -6752.063 7902.680 -2.117
1595160 -4110.022 -6760.303 7903.020 -2.117
1595220 -4102.200 -6755.476 7906.160 -2.117
1595280 -4097.435 -6758.445 7904.870 -2.117
1595340 -4110.620 -6754.185 7903.120 -2.117
1595400 -4101.496 -6756.502 7907.830 -2.116
1595460 -4105.694 -6756.211 7905.350 -2.116
1595520 -4099.162 -6763.354 7907.450 -2.116
1595580 -4100.705 -6764.183 7908.110 -2.116
1595640 -4106.921 -6765.531 7905.350 -2.116
1595700 -4098.521 -6757.007 7907.840 -2.116
1595760 -4098.309 -6759.678 7909.100 -2.116
1595820 -4105.929 -6761.929 7908.180 -2.116
1595880 -4103.516 -6766.716 7909.520 -2.116
1595940 -4094.369 -6768.053 7910.170 -2.116
1596000 -4101.630 -6761.215 7911.270 -2.116
1596060 -4096.757 -6763.933 7909.930 -2.115
1596120 -4092.442 -6770.392 7909.260 -2.116
